Crop,State,Season,Area-2020-21 (Lakh ha),Area-2021-22 (Lakh ha),Area-2022-23 (Lakh ha),Area-2023-24 (Lakh ha),Area-2024-25 (Lakh ha),Production-2020-21,Production-2021-22 (Lakh Tonnes),Production-2022-23  (Lakh Tonnes),Production-2023-24  (Lakh Tonnes),Production-2024-25  (Lakh Tonnes),Yield-2020-21 (Kg/ha),Yield-2021-22 (Kg/ha),Yield-2022-23 (Kg/ha),Yield-2023-24 (Kg/ha),Yield-2024-25 (Kg/ha)
Sesamum,Rajasthan,Kharif,3.06,2.9,2.16,2.12,1.83,1.26,0.77,0.78,0.71,0.69,412,265,363,337,378
Sesamum,Rajasthan,Summer,,,0,0,,,,0,0,,,,857,564,
Sesamum,Sikkim,Kharif,,0,,,,,0,,,,,0,,,
Sesamum,Tamil Nadu,Kharif,0.53,0.47,0.09,0.11,0.18,0.34,0.28,0.04,0.05,0.11,654,589,462,461,610
Sesamum,Tamil Nadu,Rabi,,,0.04,0.06,0.05,,,0.02,0.03,0.03,,,538,482,645
Sesamum,Tamil Nadu,Summer,,,0.35,0.44,0.58,,,0.19,0.21,0.3,,,538,482,507
Sesamum,Telangana,Kharif,0.23,0.34,,,0,0.15,0.26,,,0,647,766,,,416
Sesamum,Telangana,Rabi,,,0.14,0.14,0.13,,,0.11,0.1,0.1,,,756,740,757
Sesamum,Tripura,Kharif,0.06,0.06,0.05,0.05,,0.04,0.04,0.03,0.03,,677,641,676,676,
Sesamum,Uttar Pradesh,Kharif,3.17,3.13,3.61,4.02,4.18,0.98,0.71,0.84,1.19,1.22,310,226,233,297,291
Sesamum,Uttarakhand,Kharif,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,265,264,253,257,258
Sesamum,West Bengal,Kharif,2.59,2.6,0.01,0.01,0.01,1.93,2.54,0.01,0.01,0.01,743,979,716,694,705
Sesamum,West Bengal,Summer,,,2.57,2.76,2.29,,,2.51,2.8,2.32,,,975,1015,1015
Sesamum,Others,Kharif,,,,,0.14,,,,,0.09,,,,,633
Sesamum,Others,Rabi,,,,,0.02,,,,,0.02,,,,,938
Sesamum,Others,Summer,,,,,0,,,,,0,,,,,792
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Nigerseed,Andaman And Nicobar Islands,Kharif,,0,,,,,0,,,,,0,,,
Nigerseed,Andhra Pradesh,Kharif,0.04,0.04,0.03,0.01,0.01,0.02,0.01,0.01,0,0,455,357,386,376,373
Nigerseed,Arunachal Pradesh,Kharif,0,0,,,,0,0,,,,0,0,,,
Nigerseed,Assam,Kharif,0.06,0.06,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,566,580,595,563,579
Nigerseed,Bihar,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Nigerseed,Chhattisgarh,Kharif,0.46,0.21,0.25,0.23,0.24,0.1,0.05,0.05,0.05,0.05,208,213,207,205,204
Nigerseed,Dadra And Nagar Haveli,Kharif,0,0,,,,0,0,,,,0,0,,,
Nigerseed,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Nigerseed,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Nigerseed,Goa,Kharif,,0,,,,,0,,,,,0,,,
Nigerseed,Gujarat,Kharif,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0,0,426,426,423,437,437
Nigerseed,Haryana,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Himachal Pradesh,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Jammu And Kashmir,Kharif,0,,,,,0,0,,,,0,,,,
Nigerseed,Jharkhand,Kharif,0.04,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,496,398,355,378,420
Nigerseed,Karnataka,Kharif,0.01,0,0,0,,0,0,0,0,,247,250,233,200,
Nigerseed,Kerala,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Nigerseed,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Nigerseed,Madhya Pradesh,Kharif,0.16,0.07,0.1,0.11,0.1,0.05,0.03,0.03,0.03,0.03,321,361,303,293,288
Nigerseed,Maharashtra,Kharif,0.08,0.06,0.05,0.04,0.04,0.02,0.01,0.01,0.01,0.01,225,150,248,270,210
Nigerseed,Manipur,Kharif,,0,,,,,0,,,,,0,,,
Nigerseed,Meghalaya,Kharif,,0,,,,,0,,,,,0,,,
Nigerseed,Mizoram,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Nagaland,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Odisha,Kharif,0.46,0.46,0.35,0.35,0.04,0.17,0.17,0.13,0.13,0.02,376,370,371,371,387
Nigerseed,Puducherry,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Punjab,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Rajasthan,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Sikkim,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Tamil Nadu,Kharif,,,,0,,,0,,0,,,,,233,
Nigerseed,Telangana,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Tripura,Kharif,,0,,,,,0,,,,,0,,,
Nigerseed,Uttar Pradesh,Kharif,,,,,,,0,,,,,,,,
Nigerseed,Uttarakhand,Kharif,,,,,,,0,,,,,,,,
Nigerseed,West Bengal,Kharif,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,523,523,529,507,510
,,,,,,,,,,,,,,,,,
Soybean,Andaman And Nicobar Islands,Kharif,,0,,,,,0,,,,,0,,,
Soybean,Andhra Pradesh,Kharif,0.02,0.03,0.15,0.09,0.06,0.03,0.05,0.28,0.13,0.08,1544,1547,1838,1364,1321
Soybean,Arunachal Pradesh,Kharif,0.03,0.03,0.04,0.04,,0.04,0.05,0.05,0.05,,1426,1433,1419,1421,
Soybean,Assam,Kharif,,,,,,,0,,,,,,,,
Soybean,Bihar,Kharif,0.25,0.23,0.18,0.18,0.09,0.11,0.17,0.17,0.12,0.08,462,746,957,676,840
Soybean,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Soybean,Chhattisgarh,Kharif,0.69,0.5,0.28,0.27,0.27,0.51,0.32,0.28,0.25,0.23,734,635,973,949,829
Soybean,Dadra And Nagar Haveli,Kharif,,,,,,,0,,,,,,,,
Soybean,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Soybean,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Soybean,Goa,Kharif,,,,,,,0,,,,,,,,
Soybean,Gujarat,Kharif,1.49,2.24,2.22,2.66,3.01,2.02,3.66,3.73,3.68,4.4,1357,1630,1682,1386,1462
Soybean,Haryana,Kharif,,,,,,,0,,,,,,,,
Soybean,Himachal Pradesh,Kharif,0.01,0,0,0,0,0,0,0,0,0,799,769,790,790,772
Soybean,Jammu And Kashmir,Kharif,,,,,,,0,,,,,,,,
Soybean,Jharkhand,Kharif,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,747,880,802,1556,1197
Soybean,Karnataka,Kharif,3.11,3.81,4.6,3.89,3.73,3.77,4.37,5.45,4.13,4.82,1212,1147,1184,1062,1293
Soybean,Kerala,Kharif,,,,,,,0,,,,,,,,
Soybean,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Soybean,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Soybean,Madhya Pradesh,Kharif,66.74,55.13,59.74,60.6,58.72,42.65,53.92,57.89,54.72,52.85,639,978,969,903,900
Soybean,Maharashtra,Kharif,42.9,45.95,49.26,51.15,50.72,62.63,55,66.16,52.58,74.03,1460,1197,1343,1028,1460
Soybean,Manipur,Kharif,0.05,0.05,0.04,0.03,,0.04,0.03,0.03,0.03,,874,671,864,960,
Soybean,Meghalaya,Kharif,0.02,0.02,0.02,0.02,,0.04,0.04,0.04,0.04,,1912,1922,1929,1929,
Soybean,Mizoram,Kharif,0.01,0.01,0.03,0.01,,0.02,0.02,0.04,0.01,,1585,1531,1190,1300,
Soybean,Nagaland,Kharif,0.25,0.07,0.14,0.14,,0.32,0.08,0.17,0.17,,1265,1182,1248,1260,
Soybean,Odisha,Kharif,,0,,,,,0,,,,,0,,,
Soybean,Puducherry,Kharif,,,,,,,0,,,,,,,,
Soybean,Punjab,Kharif,,,,,,,0,,,,,,,,
Soybean,Rajasthan,Kharif,11.3,11.55,11.8,11.26,10.79,10.95,9.25,12.07,11.7,11.74,969,801,1023,1038,1088
Soybean,Sikkim,Kharif,0.03,0.03,0.03,,,0.03,0.03,0.03,,,976,976,976,,
Soybean,Tamil Nadu,Kharif,,,,0.02,,,0,,0.02,,,,,1079,
Soybean,Telangana,Kharif,1.62,1.55,2.02,1.82,1.54,2.43,2.68,3.26,2.7,2.91,1503,1731,1612,1483,1884
Soybean,Tripura,Kharif,0,0,,,,0,0,,,,0,0,,,
Soybean,Uttar Pradesh,Kharif,0.58,0.17,0.21,0.29,0.32,0.4,0.09,0.11,0.18,0.27,687,521,545,627,829
Soybean,Uttarakhand,Kharif,0.08,0.07,0.08,0.08,0.07,0.1,0.1,0.1,0.09,0.1,1219,1380,1265,1162,1454
Soybean,West Bengal,Kharif,0,0,0,0,0,0,0,0,0,0,848,798,817,736,750
Soybean,Others,Kharif,,,,,0.23,,,,,0.31,,,,,1303
,,,,,,,,,,,,,,,,,
Sunflower,Andaman And Nicobar Islands,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Andaman And Nicobar Islands,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Andhra Pradesh,Kharif,0.02,0.09,0.11,0.02,0.02,0.01,0.04,0.08,0.02,0.02,575,498,688,670,901
Sunflower,Andhra Pradesh,Rabi,0.1,0.11,0.1,0.02,0.01,0.07,0.08,0.1,0.02,0.01,715,693,994,1177,939
Sunflower,Arunachal Pradesh,Kharif,0.01,0.01,0.01,0.01,,0,0.01,0.01,0.01,,833,835,836,837,
Sunflower,Arunachal Pradesh,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Assam,Kharif,,,,,,,0,,,,,,,,
Sunflower,Assam,Rabi,,,,,,,0,,,,,,,,
Sunflower,Bihar,Kharif,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1312,1307,1404,1392,1358
Sunflower,Bihar,Rabi,0.06,0.06,0.02,0.02,0.02,0.08,0.08,0.03,0.02,0.03,1446,1439,1492,1437,1493
Sunflower,Bihar,Summer,,,0.04,0.04,0.04,,,0.05,0.05,0.05,,,1389,1387,1389
Sunflower,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Chandigarh,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Chhattisgarh,Kharif,0,0,0,0,0,0,0,0,0,0,702,533,528,571,447
Sunflower,Chhattisgarh,Rabi,0,,,,,0,0,,,,0,,,,
Sunflower,Dadra And Nagar Haveli,Kharif,,,,,,,0,,,,,,,,
Sunflower,Dadra And Nagar Haveli,Rabi,,,,,,,0,,,,,,,,
Sunflower,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Daman And Diu,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Delhi,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Goa,Kharif,,,,,,,0,,,,,,,,
Sunflower,Goa,Rabi,,,,,,,0,,,,,,,,
Sunflower,Gujarat,Kharif,0,,,,,0,0,,,,0,,,,
Sunflower,Gujarat,Rabi,0,0,0.02,0,0.02,0,0,0.02,0.01,0.04,1953,0,1168,1520,2117
Sunflower,Haryana,Kharif,0,0,,,,0,0,,,,0,0,,,
Sunflower,Haryana,Rabi,0.12,0.13,0.14,0.15,0.16,0.25,0.18,0.25,0.29,0.3,2004,1393,1746,1942,1901
Sunflower,Himachal Pradesh,Kharif,,,,,,,0,,,,,,,,
Sunflower,Himachal Pradesh,Rabi,,,,,,,0,,,,,,,,
Sunflower,Jammu And Kashmir,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Jammu And Kashmir,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Jharkhand,Kharif,0,0,0,0,0,0,0,0,0,0,580,676,601,739,419
Sunflower,Jharkhand,Rabi,0,0,0,0.02,0,0,0,0,0.01,0,606,500,625,704,821
Sunflower,Karnataka,Kharif,0.75,1.15,1.86,0.58,0.65,0.65,0.97,1.82,0.53,0.63,863,846,978,911,963
Sunflower,Karnataka,Rabi,0.45,0.47,0.57,0.15,0.35,0.43,0.39,0.49,0.17,0.39,956,830,865,1127,1107
Sunflower,Karnataka,Summer,,,0.03,0.02,0.03,,,0.04,0.03,0.04,,,1218,1336,1199
Sunflower,Kerala,Kharif,,0,0,,0,,0,0,,0,,0,1250,,1196
Sunflower,Kerala,Rabi,0,0,0,,0,0,0,0,,0,300,263,1000,,1246
Sunflower,Kerala,Summer,,,0,,0,,,0,,0,,,1000,,681
Sunflower,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Ladakh,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Lakshadweep,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Madhya Pradesh,Kharif,0,0,,,,0,0,,,,0,0,,,
Sunflower,Madhya Pradesh,Rabi,0,0,,,,0,0,,,,0,0,,,
Sunflower,Maharashtra,Kharif,0.19,0.11,0.16,0.03,0.09,0.09,0.05,0.07,0,0.04,454,431,433,173,450
Sunflower,Maharashtra,Rabi,0.07,0.09,0.1,0.02,0.02,0.03,0.07,0.06,0.01,0.01,501,768,597,414,579
Sunflower,Maharashtra,Summer,,,0.04,0.01,0.02,,,0.02,0.01,0.01,,,514,759,583
Sunflower,Manipur,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Manipur,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Meghalaya,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Meghalaya,Rabi,,,,,,,0,,,,,,,,
Sunflower,Mizoram,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Mizoram,Rabi,,,,,,,0,,,,,,,,
Sunflower,Nagaland,Kharif,0,0,0,0,,0,0,0,0,,889,1127,905,872,
Sunflower,Nagaland,Rabi,0.02,0,,,,0.01,0,,,,612,0,,,
Sunflower,Odisha,Kharif,0,0,0,0,0,0,0,0,0,0,741,771,813,813,820
Sunflower,Odisha,Rabi,0.18,0.15,,,,0.24,0.19,,,,1360,1260,,,
Sunflower,Odisha,Summer,,,0.18,0.18,0.05,,,0.23,0.23,0.07,,,1264,1264,1264
Sunflower,Puducherry,Kharif,,,,,,,0,,,,,,,,
Sunflower,Puducherry,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Punjab,Kharif,,,,,,,0,,,,,,,,
Sunflower,Punjab,Rabi,0.02,0.01,0.02,0.01,0.01,0.04,0.02,0.03,0.02,0.02,1870,1680,1740,2022,1950
Sunflower,Rajasthan,Kharif,,,,,,,0,,,,,,,,
Sunflower,Rajasthan,Rabi,0,0,,,,0,0,,,,1685,0,,,
Sunflower,Sikkim,Kharif,,,,,,,0,,,,,,,,
Sunflower,Sikkim,Rabi,,,,,,,0,,,,,,,,
Sunflower,Tamil Nadu,Kharif,0,0.01,0.03,0.01,0,0.01,0.02,0.05,0.02,0.01,1734,1724,1596,1594,1825
Sunflower,Tamil Nadu,Rabi,0.06,0.04,0.06,0.05,0.05,0.03,0.03,0.05,0.04,0.04,474,764,778,698,880
Sunflower,Tamil Nadu,Summer,,,0.01,0,0.01,,,0,0,0.01,,,778,618,880
Sunflower,Telangana,Kharif,0,0,,,0,0,0,,,0,0,0,,,1677
Sunflower,Telangana,Rabi,0.07,0.18,0.08,0.09,0.09,0.16,0.24,0.15,0.15,0.14,2342,1360,1865,1698,1658
Sunflower,Tripura,Kharif,,0,,,,,0,,,,,0,,,
Sunflower,Tripura,Rabi,,0,,,,,0,,,,,0,,,
Sunflower,Uttar Pradesh,Kharif,,,,,,,0,,,,,,,,
Sunflower,Uttar Pradesh,Rabi,0.04,0.04,,,,0.05,0.05,,,,1372,1342,,,
Sunflower,Uttar Pradesh,Summer,,,0.02,0.02,0.02,,,0.03,0.03,0.03,,,1365,1375,1375
Sunflower,Uttarakhand,Kharif,,,,0,,,0,,0,,,,,562,
Sunflower,Uttarakhand,Rabi,,,,,,,0,,,,,,,,
Sunflower,West Bengal,Kharif,0,,,,,0,0,,,,0,,,,
Sunflower,West Bengal,Rabi,0.07,0.04,,,,0.09,0.05,,,,1173,1218,,,
Sunflower,West Bengal,Summer,,,0.05,0.04,0.05,,,0.06,0.05,0.05,,,1247,1148,1150
Sunflower,Others,Kharif,,,,,0.01,,,,,0.01,,,,,846
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Rapeseed & Mustard,Andaman And Nicobar Islands,Rabi,0,0,,,,0,0,,,,200,0,,,
Rapeseed & Mustard,Andhra Pradesh,Rabi,0.01,0.03,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,641,645,742,545,644
Rapeseed & Mustard,Arunachal Pradesh,Rabi,0.28,0.29,0.29,0.29,,0.29,0.3,0.3,0.3,,1029,1034,1038,1043,
Rapeseed & Mustard,Assam,Rabi,2.86,2.89,2.96,3.2,3.1,1.85,1.86,2.33,2.51,2.44,647,644,788,786,788
Rapeseed & Mustard,Bihar,Rabi,0.75,0.79,0.81,0.97,0.86,0.95,0.88,0.95,1.22,0.99,1271,1125,1175,1263,1151
Rapeseed & Mustard,Chandigarh,Rabi,,0,,,,,0,,,,,0,,,
Rapeseed & Mustard,Chhattisgarh,Rabi,0.36,0.37,0.3,0.28,0.33,0.19,0.19,0.16,0.12,0.16,517,514,520,441,499
Rapeseed & Mustard,Dadra And Nagar Haveli,Rabi,0,0,,,,0,0,,,,0,0,,,
Rapeseed & Mustard,Daman And Diu,Rabi,,0,,,,,0,,,,,0,,,
Rapeseed & Mustard,Delhi,Rabi,0.04,0.04,0,0.05,,0.05,0.06,0,0.07,,1261,1300,1375,1600,
Rapeseed & Mustard,Goa,Rabi,,0,,,,,0,,,,,0,,,
Rapeseed & Mustard,Gujarat,Rabi,2.15,2.51,3.07,2.77,2.58,4.24,5.01,6.04,5.26,4.76,1976,1995,1966,1896,1845
Rapeseed & Mustard,Haryana,Rabi,6.48,7.14,7.65,7.41,6.41,13.13,13.66,13.02,13.45,12.48,2028,1914,1701,1816,1947
Rapeseed & Mustard,Himachal Pradesh,Rabi,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,817,808,810,810,811
Rapeseed & Mustard,Jammu And Kashmir,Rabi,0.48,0.43,0.41,0.41,,0.32,0.34,0.36,0.36,,657,785,879,879,
Rapeseed & Mustard,Jharkhand,Rabi,4.31,4.06,3.84,4.14,4.5,3.44,3.33,3.2,3.31,3.61,798,819,834,801,801
Rapeseed & Mustard,Karnataka,Rabi,0,0,,0.04,,0,0,,0.01,,209,225,,188,
Rapeseed & Mustard,Kerala,Rabi,,0,0,,0,,0,0,,0,,1000,1000,,987
Rapeseed & Mustard,Ladakh,Rabi,,0,0.01,0.01,,,0,0,0,,,0,154,154,
Rapeseed & Mustard,Lakshadweep,Rabi,,0,,,,,0,,,,,0,,,
Rapeseed & Mustard,Madhya Pradesh,Rabi,7.49,12.26,10.07,13.35,10.89,13.07,16.91,15.51,19.62,16.66,1745,1379,1540,1470,1530
Rapeseed & Mustard,Maharashtra,Rabi,0.25,0.3,0.31,0.19,0.24,0.09,0.1,0.1,0.07,0.1,360,348,317,381,402
Rapeseed & Mustard,Manipur,Rabi,0.3,0.3,0.32,0.31,,0.25,0.2,0.24,0.23,,857,670,745,720,
Rapeseed & Mustard,Meghalaya,Rabi,0.1,0.1,0.1,0.1,,0.09,0.09,0.09,0.09,,937,940,940,940,
Rapeseed & Mustard,Mizoram,Rabi,0.01,0.01,0.01,0,,0,0,0,0,,731,614,729,761,
Rapeseed & Mustard,Nagaland,Rabi,0.28,0.08,0.15,0.16,,0.28,0.08,0.16,0.17,,1020,1037,1060,1080,
Rapeseed & Mustard,Odisha,Rabi,0.07,0.18,0.15,0.21,0.15,0.02,0.06,0.05,0.08,0.04,280,323,350,363,292
Rapeseed & Mustard,Puducherry,Rabi,,0,,,,,0,,,,,0,,,
Rapeseed & Mustard,Punjab,Rabi,0.32,0.44,0.54,0.43,0.49,0.5,0.69,0.87,0.69,0.87,1595,1579,1604,1611,1777
Rapeseed & Mustard,Rajasthan,Rabi,27.17,33.66,39.73,37.66,34.93,45.51,57.76,58.32,57.58,54.1,1675,1716,1468,1529,1549
Rapeseed & Mustard,Sikkim,Rabi,0.03,0.03,0.02,0.02,,0.03,0.03,0.02,0.02,,878,878,878,870,
Rapeseed & Mustard,Tamil Nadu,Rabi,0,0,0,0,0,0,0,0,0,0,233,233,233,238,235
Rapeseed & Mustard,Telangana,Rabi,0.02,0.02,0.01,,0,0.02,0.02,0.01,,0,1210,922,1316,,1188
Rapeseed & Mustard,Tripura,Rabi,0.07,0.07,0.07,0.07,,0.06,0.06,0.06,0.06,,849,841,848,848,
Rapeseed & Mustard,Uttar Pradesh,Rabi,7.01,7.55,10.82,13.11,13.74,10.08,10.33,16.2,19.16,20.35,1438,1368,1497,1462,1481
Rapeseed & Mustard,Uttarakhand,Rabi,0.16,0.19,0.2,0.24,0.18,0.14,0.16,0.19,0.24,0.15,878,833,940,1005,857
Rapeseed & Mustard,West Bengal,Rabi,5.93,6.1,6.57,6.33,6.37,7.41,7.43,8.16,7.87,7.96,1250,1218,1243,1244,1250
Rapeseed & Mustard,Others,Rabi,,,,,1.42,,,,,1.3,,,,,920
,,,,,,,,,,,,,,,,,
Linseed,Andaman And Nicobar Islands,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Andhra Pradesh,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Arunachal Pradesh,Rabi,0,0,,,,0,0,,,,0,0,,,
Linseed,Assam,Rabi,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,615,622,619,622,622
Linseed,Bihar,Rabi,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.04,0.05,0.05,848,847,854,848,850
Linseed,Chandigarh,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Chhattisgarh,Rabi,0.13,0.11,0.1,0.08,0.12,0.05,0.03,0.04,0.04,0.04,384,316,356,472,348
Linseed,Dadra And Nagar Haveli,Rabi,,,,,,,0,,,,,,,,
Linseed,Daman And Diu,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Delhi,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Goa,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Gujarat,Rabi,,,,,,,0,,,,,,,,
Linseed,Haryana,Rabi,,,,,,,0,,,,,,,,
Linseed,Himachal Pradesh,Rabi,0,0,0,0,0,0,0,0,0,0,493,271,407,410,390
Linseed,Jammu And Kashmir,Rabi,0,0,0,0,,0,0,0,0,,648,2366,2478,1831,
Linseed,Jharkhand,Rabi,0.46,0.54,0.47,0.24,0.35,0.28,0.32,0.28,0.14,0.21,605,592,591,575,607
Linseed,Karnataka,Rabi,0.01,0.01,0.01,,,0,0,0,,,449,357,338,,
Linseed,Kerala,Rabi,0,,,,,0,0,,,,0,,,,
Linseed,Ladakh,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Lakshadweep,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Madhya Pradesh,Rabi,0.47,0.61,0.77,0.49,0.48,0.37,0.42,0.57,0.33,0.33,783,689,745,683,680
Linseed,Maharashtra,Rabi,0.07,0.06,0.06,0.07,0.06,0.02,0.03,0.02,0.02,0.03,321,420,377,371,446
Linseed,Manipur,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Meghalaya,Rabi,0,0,0,0,,0,0,0,0,,600,600,600,600,
Linseed,Mizoram,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Nagaland,Rabi,0.06,0.02,0.04,0.03,,0.05,0.02,0.03,0.03,,813,790,771,802,
Linseed,Odisha,Rabi,0.09,0.09,0.08,0.08,0.08,0.04,0.04,0.04,0.04,0.04,488,488,492,492,504
Linseed,Puducherry,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Punjab,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Rajasthan,Rabi,0.06,0.11,0.23,0.12,0.1,0.06,0.14,0.24,0.14,0.11,1066,1270,1072,1145,1097
Linseed,Sikkim,Rabi,,0,,,,,0,,,,,0,,,
Linseed,Tamil Nadu,Rabi,,,,,,,0,,,,,,,,
Linseed,Telangana,Rabi,,,,,,,0,,,,,,,,
Linseed,Tripura,Rabi,0,0,,,,0,0,,,,0,0,,,
Linseed,Uttar Pradesh,Rabi,0.26,0.28,0.49,0.49,0.42,0.15,0.17,0.35,0.29,0.25,560,608,716,584,594
Linseed,Uttarakhand,Rabi,,,,,,,0,,,,,,,,
Linseed,West Bengal,Rabi,0.04,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.02,0.01,267,372,391,485,480
Linseed,Others,Rabi,,,,,0.04,,,,,0.03,,,,,808
,,,,,,,,,,,,,,,,,
Safflower,Andaman And Nicobar Islands,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Andhra Pradesh,Rabi,0.01,0.01,0.05,0.02,,0,0.01,0.03,0.01,,490,664,571,478,
Safflower,Arunachal Pradesh,Rabi,0.01,0,,,,0,0,,,,833,0,,,
Safflower,Assam,Rabi,,,,,,,0,,,,,,,,
Safflower,Bihar,Rabi,0,0,0,0,0,0,0,0,0,0,813,814,821,825,820
Safflower,Chandigarh,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Chhattisgarh,Rabi,0,0,0,0,0,0,0,0,0,0,408,333,330,330,411
Safflower,Dadra And Nagar Haveli,Rabi,,,,,,,0,,,,,,,,
Safflower,Daman And Diu,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Delhi,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Goa,Rabi,,,,,,,0,,,,,,,,
Safflower,Gujarat,Rabi,,,,,,,0,,,,,,,,
Safflower,Haryana,Rabi,,,,,,,0,,,,,,,,
Safflower,Himachal Pradesh,Rabi,,,,,,,0,,,,,,,,
Safflower,Jammu And Kashmir,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Jharkhand,Rabi,0.01,0,0,0,0,0,0,0,0,0,622,359,489,767,767
Safflower,Karnataka,Rabi,0.29,0.42,0.62,0.17,0.19,0.19,0.34,0.56,0.13,0.14,665,809,897,745,732
Safflower,Kerala,Rabi,,,,,,,0,,,,,,,,
Safflower,Ladakh,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Lakshadweep,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Madhya Pradesh,Rabi,0,0,,,,0,0,,,,0,0,,,
Safflower,Maharashtra,Rabi,0.21,0.28,0.32,0.41,0.35,0.12,0.19,0.23,0.32,0.26,569,691,715,771,755
Safflower,Manipur,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Meghalaya,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Mizoram,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Nagaland,Rabi,,,,,,,0,,,,,,,,
Safflower,Odisha,Rabi,0,0.01,0.01,0.01,0.01,0,0,0,0,0,625,619,630,630,600
Safflower,Puducherry,Rabi,,,,,,,0,,,,,,,,
Safflower,Punjab,Rabi,,,,,,,0,,,,,,,,
Safflower,Rajasthan,Rabi,,,,,,,0,,,,,,,,
